"repo","cg_source","excluded_files","graph_usable","total_functions","graph_nodes","graph_edges","graph_coverage_pct","llm_direct_invokers","llm_transitive_invokers","eval_direct_invokers","eval_transitive_invokers"
"kawayiYokami/astrbot_plugin_angel_heart","pyan_resilient","2","True","798","710","2149","89.0","4","8","0","0"
"FlanChanXwO/astrbot_plugin_rsshub","pyan","0","True","2283","2360","31558","103.4","3","3","0","0"
"AstraSolis/astrbot_proactive_reply","pyan","0","True","571","505","1617","88.4","3","7","0","0"
"vmoranv-reborn/astrbot_plugin_pixiv_reborn","pyan","0","True","379","380","1480","100.3","0","0","0","0"
"Heximiao/astrbot_plugin_atrifeed","pyan_resilient","1","True","574","568","2376","99.0","1","2","0","0"
"zouyonghe/astrbot_plugin_ebooks","pyan","0","True","153","123","280","80.4","0","0","0","0"
"Ayleovelle/astrbot_plugin_sylanne","pyan","0","True","7610","8690","395194","114.2","3","3518","0","0"
"kawayiYokami/astrbot_plugin_angel_memory","pyan","0","True","1061","1032","5040","97.3","1","10","0","0"
"piexian/astrbot_plugin_gemini_image_generation","pyan","0","True","891","826","3776","92.7","2","4","0","0"
"HSJ-BanFan/astrbot_plugin_telegram_forwarder","pyan_resilient","1","True","1113","901","2517","81.0","0","0","0","0"
"exynos967/astrbot_plugin_memorix","pyan","0","True","2166","2371","21237","109.5","3","1284","0","0"
"diaomin66/astrbot_plugin_omnidraw","pyan","0","True","419","432","4438","103.1","1","140","0","0"
"FlanChanXwO/astrbot_plugin_setu","pyan","0","True","783","670","4757","85.6","0","0","0","0"
"storyAura/astrbot_plugin_biliVideo","pyan","0","True","660","730","3804","110.6","0","0","0","0"
"muyouzhi6/astrbot_plugin_gitee_aiimg","pyan","0","True","1125","1019","4403","90.6","3","3","0","0"
"muyouzhi6/astrbot_plugin_life_scheduler","pyan","0","True","111","94","415","84.7","1","9","0","0"
"muyouzhi6/Astrbot-desktop-assistant","pyan","0","True","1126","1065","7516","94.6","0","0","0","0"
"WhissleAI/PromptingNemo","pyan_resilient","2","True","2154","2179","47337","101.2","7","4","0","0"
"drussell23/JARVIS","none","2","False","143535","0","0","0.0","81","0","0","0"
"solpbc/solstone-journal","none","7","False","23741","0","0","0.0","0","0","0","0"
"huggingface/diffusers","pyan_resilient","2","True","26049","30526","8756540","117.2","0","0","0","0"
"shihongDev/evalyn","pyan","0","True","4717","5650","54778","119.8","25","18","0","0"
"Kasma-Inc/Sagi","pyan","0","True","516","521","2161","101.0","46","33","0","0"
"allenai/agent-baselines","pyan","0","True","436","470","1314","107.8","8","145","0","0"
"airblackbox/airblackbox","pyan_resilient","1","True","1297","1440","8647","111.0","3","130","0","0"
"kfq20/AEGIS","pyan_resilient","1","True","3187","3567","34530","111.9","22","141","0","0"
"Tswoen/Paper-Agent","pyan","0","True","862","1037","6863","120.3","6","26","0","0"
"microsoft/dstoolkit-text2sql-and-imageprocessing","pyan","0","True","444","436","1575","98.2","9","22","0","0"
"IBM/watsonx-developer-hub","pyan","0","True","305","342","2533","112.1","16","3","0","0"
"ltjed/multiagent-coaching","pyan_resilient","1","True","1025","1242","11933","121.2","4","17","0","0"
"Insight-Services-APAC/ingenious","pyan","0","True","2803","2974","58104","106.1","19","106","0","0"
"davidmonterocrespo24/DaveAgent","pyan","0","True","583","578","2269","99.1","9","177","0","0"
"hnuGraph/LLM4DBdesign","pyan","0","True","165","93","367","56.4","10","6","0","0"
"future-agi/traceAI","pyan_resilient","6","True","4861","5454","185720","112.2","183","50","0","0"
"raxe-ai/raxe-ce","pyan","0","True","8793","9500","111939","108.0","8","0","0","0"
"PurCL/ASTRA","pyan","0","True","317","472","3027","148.9","32","30","0","0"
"unibaseio/aip-agent","pyan","0","True","1203","1309","12554","108.8","43","345","0","0"
"davidmonterocrespo24/DaveLovable","pyan","0","True","285","324","1964","113.7","18","33","0","0"
"datamllab/ltsm","pyan","0","True","590","493","1786","83.6","7","4","0","0"
"iAmGiG/AutoTrader-AgentEdge","pyan","0","True","2514","2431","13513","96.7","2","6","0","0"
"Harshit-J004/toolguard","pyan_resilient","1","True","566","708","3484","125.1","0","0","0","0"
"VincenzoManto/Doxa","pyan","0","True","314","354","1015","112.7","3","84","0","0"
"Corpus-OS/corpusos","pyan","0","True","5575","6765","66580","121.3","52","65","0","0"
"vstorm-co/memv","pyan","0","True","686","689","5315","100.4","8","64","0","0"
"jiangxxxue/KOCO-bench","none","2","False","205673","0","0","0.0","309","0","0","0"
"DataDog/dd-trace-py","none","0","False","26368","0","0","0.0","396","0","4","0"
"getmoto/moto","pyan","0","True","28451","36442","5008770","128.1","0","0","0","0"
"getsentry/sentry-python","pyan","0","True","5156","7926","170300","153.7","198","0","0","0"
"Arvo-AI/aurora","pyan_resilient","1","True","4902","4961","21076","101.2","9","991","0","0"
"NVIDIA/NVFlare","pyan","0","True","23370","25653","851666","109.8","0","0","0","0"
"Azure/app-service-linux-docs","pyan","0","True","17","19","50","111.8","0","0","0","0"
"imbue-ai/mngr","none","4","False","28076","0","0","0.0","0","0","0","0"
"qcri/LLMeBench","pyan","0","True","3462","2432","8051","70.2","4","0","0","0"
"binance/binance-connector-python","pyan_resilient","1","True","18000","19720","471874","109.6","0","0","0","0"
"MigoXLab/dingo","pyan","0","True","2092","2650","22319","126.7","8","957","0","0"
"StellarCN/py-stellar-base","pyan","0","True","10118","10471","687485","103.5","0","0","0","0"
"truera/trulens","none","1","False","4072","0","0","0.0","33","0","0","0"
"larksuite/oapi-sdk-python","none","0","False","73445","0","0","0.0","0","0","0","0"
"ProzorroUKR/openprocurement.api","pyan","0","True","7682","14632","1131604","190.5","0","0","0","0"
"ibm-granite-community/granite-playground-agents","pyan_resilient","1","True","293","377","2029","128.7","18","46","0","0"
"IBM/oic-i-agentic-ai-tutorials","pyan_resilient","2","True","986","1068","4401","108.3","13","1","0","0"
"fedora-copr/logdetective","pyan","0","True","471","563","2713","119.5","0","0","0","0"
"deepsense-ai/db-ally","pyan","0","True","752","1083","7549","144.0","4","0","0","0"
"Root-IO-Labs/open-agent-teams","pyan_resilient","1","True","3736","4122","21891","110.3","133","256","0","0"
"JJLibra/CC-Pan","pyan","0","True","19013","22271","4286860","117.1","0","0","0","0"
"yfyang007/RealRestorer","pyan","0","True","20767","24221","5426063","116.6","0","0","0","0"
"JohnnyFiv3r/Core-Memory","pyan","0","True","6074","6664","36518","109.7","4","2137","0","0"
"open-compass/opencompass","pyan_resilient","3","True","5256","9324","137148","177.4","8","16","0","0"
"oracle-devrel/technology-engineering","pyan_resilient","13","True","2259","1940","9870","85.9","83","70","0","0"
"OpenSourceAGI/ai-broker-investing-agent","pyan","0","True","4728","6736","97813","142.5","5","32","0","0"
"0ca/BoxPwnr","pyan","0","True","1678","1473","8477","87.8","7","83","0","0"
"agentbay-ai/wuying-agentbay-sdk","pyan_resilient","2","True","6119","6558","424935","107.2","19","20","0","0"
"SkBlaz/py3plex","pyan_resilient","1","True","15992","19595","311227","122.5","0","0","0","0"
"baserow/baserow","none","1","False","19834","0","0","0.0","11","0","0","0"
"HeKun-NVIDIA/hackathon_aiqtoolkit","pyan","0","True","1881","2552","12500","135.7","28","15","1","0"
"cctbx/cctbx_project","pyan_resilient","2","True","40211","46349","2272429","115.3","16","29077","0","0"
"rand/cc-polymath","pyan_resilient","2","True","6078","5761","21527","94.8","19","11","0","0"
"gip-inclusion/les-emplois","none","2","False","8172","0","0","0.0","0","0","0","0"
"guaardvark/guaardvark","pyan_resilient","3","True","10103","11829","380935","117.1","4","5778","0","0"
"endomorphosis/ipfs_kit_py","none","26","False","47184","0","0","0.0","3","0","0","0"
"cytoflow/cytoflow","pyan_resilient","1","True","2842","3436","69851","120.9","0","0","0","0"
"PUITAR/DeepSlide","none","1","False","1214","0","0","0.0","10","0","0","0"
"areal-project/AReaL","pyan_resilient","1","True","8138","9714","165595","119.4","16","5344","0","0"
"XinXU-USTC/Composition-RL","pyan_resilient","1","True","1937","2129","21858","109.9","10","16","0","0"
"aaronjmars/MiroShark","pyan","0","True","3295","3363","17498","102.1","16","155","0","0"
"frostming/marko","pyan","0","True","438","501","2375","114.4","0","0","0","0"
"Kotti/Kotti","pyan","0","True","970","1077","6737","111.0","0","0","0","0"
"aliyun/aliyun-odps-python-sdk","pyan_resilient","6","True","6885","10221","543295","148.5","0","0","0","0"
"tejoesperanto/pasportaservo","pyan","0","True","2021","2739","31911","135.5","0","0","0","0"
"camelot-dev/camelot","pyan","0","True","749","771","2825","102.9","0","0","0","0"
"debnet/common-framework","pyan","0","True","447","680","5750","152.1","0","0","0","0"
"ansible-collections/amazon.aws","pyan","0","True","4123","2712","7395","65.8","0","0","0","0"
"zscaler/zscaler-sdk-python","pyan","0","True","6039","7768","80117","128.6","0","0","0","0"
"yazmolod/pynspd","pyan_resilient","1","True","262","419","1884","159.9","0","0","0","0"
"Leggin/dirigera","pyan","0","True","188","251","894","133.5","0","0","0","0"
"ansible-collections/community.aws","pyan","0","True","1459","1143","2518","78.3","0","0","0","0"
"checkmarx-ts/checkmarx-python-sdk","pyan","0","True","3846","4939","252011","128.4","0","0","0","0"
"OuyangWenyu/hydrodataset","pyan","0","True","401","334","1360","83.3","0","0","0","0"
"koldakov/futuramaapi","pyan","0","True","396","641","3423","161.9","0","0","0","0"
"altescy/colt","pyan","0","True","203","344","1453","169.5","0","0","0","0"
"MaxApiTeam/PyMax","pyan","0","True","794","1120","13150","141.1","0","0","0","0"
"OuyangWenyu/torchhydro","pyan","0","True","754","745","2585","98.8","0","0","0","0"
"infobip-community/infobip-api-python-sdk","pyan","0","True","871","1386","3963","159.1","0","0","0","0"
"HALFpipe/HALFpipe","pyan","0","True","1907","2912","40932","152.7","0","0","0","0"
"invoice-x/invoice2data","pyan_resilient","2","True","564","616","2158","109.2","0","0","0","0"
"edraj/dmart","pyan","0","True","1090","1183","11509","108.5","0","0","0","0"
"JuDFTteam/masci-tools","pyan","0","True","1829","2279","13907","124.6","0","0","0","0"
"codemie-ai/codemie","none","4","False","23980","0","0","0.0","99","0","0","0"
"RBVI/ChimeraX","none","9","False","17166","0","0","0.0","0","0","0","0"
"jst-seminar-rostlab-tum/personio-foundation-coachai","pyan","0","True","511","716","12439","140.1","1","85","0","0"
"EfficientAI-tech/efficientAI","pyan_resilient","7","True","7795","9545","387403","122.5","7","24","0","0"
"langwatch/scenario","pyan","0","True","4050","4217","64808","104.1","6","11","0","0"
"seanchatmangpt/dspygen","pyan_resilient","3","True","3726","4309","86338","115.6","364","1300","0","0"
"memgrafter/flatmachines","pyan","0","True","2826","2942","20244","104.1","0","0","0","0"
"malue-ai/dazee-small","pyan","0","True","4111","5017","161350","122.0","22","2661","0","0"
"epam/statgpt-backend","pyan_resilient","1","True","3963","5150","105771","130.0","34","2194","0","0"
"nfraxlab/ai-infra","pyan","0","True","7915","8920","98944","112.7","149","5000","0","0"
"MantisAI/sieves","pyan","0","True","706","991","9497","140.4","2","13","0","0"
"FanDongzhe123/RAGSearch","pyan_resilient","1","True","4712","5826","60238","123.6","32","48","0","0"
"DemonDamon/AgenticX","pyan_resilient","1","True","15593","18838","1034981","120.8","51","10274","0","0"
"endomorphosis/ipfs_datasets_py","none","12","False","166526","0","0","0.0","1","0","0","0"
"coleam00/ottomator-agents","pyan_resilient","2","True","1783","1549","7156","86.9","133","97","0","0"
"spurbey/agent-memory-orchestrator","none","41","False","3857","0","0","0.0","0","0","0","0"
"ClairMeta/ClairMeta","pyan","0","True","481","534","1630","111.0","0","0","0","0"
"ninjahawk/hollow-agentOS","pyan_resilient","2","True","2061","2025","7954","98.3","0","0","0","0"
"dajiaji/python-cwt","pyan","0","True","824","886","10336","107.5","0","0","0","0"
"infinitywings/rka","pyan_resilient","2","True","4312","5036","68626","116.8","0","0","0","0"
"rapidpro/rapidpro","pyan_resilient","2","True","3413","5827","335132","170.7","0","0","0","0"
"cvs-health/uqlm","pyan","0","True","934","1048","3068","112.2","6","197","0","0"
"canonical/maas","none","8","False","28829","0","0","0.0","0","0","0","0"
"Intelligent-Internet/CommonGround","pyan","0","True","1634","2088","28687","127.8","0","0","0","0"
"rai-opensource/spot_wrapper","pyan","0","True","469","461","2568","98.3","0","0","0","0"
"claudlos/hermes-katana","pyan_resilient","4","True","7800","9518","94051","122.0","4","5135","0","0"
"HolobiomicsLab/Perspicacite-AI","pyan","0","True","4964","5969","72898","120.2","0","0","0","0"
"psi-oss/get-physics-done","pyan_resilient","1","True","17090","20557","340521","120.3","0","0","0","0"
"perrette/papers","pyan","0","True","638","758","3009","118.8","0","0","0","0"
"hkust-nlp/LOCA-bench","pyan","0","True","2593","2786","16329","107.4","2","4","0","0"
"Lyellr88/MARM-Systems","pyan","0","True","2233","2511","11680","112.4","0","0","0","0"
"SiliconEinstein/Gaia","pyan","0","True","5385","6479","56276","120.3","0","0","0","0"
"canvas-medical/canvas-plugins","pyan_resilient","2","True","4860","8194","136471","168.6","0","0","0","0"
"MontrealAI/agialpha-first-real-loop","pyan","0","True","1926","1836","4599","95.3","0","0","0","0"
"noetl/noetl","pyan_resilient","1","True","4553","4915","92220","108.0","0","0","0","0"
"Stage-11-Agentics/lattice","pyan","0","True","2771","2569","8208","92.7","0","0","0","0"
"IINemo/lm-polygraph","pyan_resilient","1","True","970","1121","5295","115.6","3","6","0","0"
"MinBZK/poc-machine-law","pyan_resilient","1","True","1966","1807","38176","91.9","11","4","0","0"
"fathom-lab/styxx","none","6","False","8054","0","0","0.0","140","0","0","0"
"vertex-protocol/vertex-python-sdk","pyan","0","True","359","691","5560","192.5","0","0","0","0"
"JawadAminMSFT/WorkbenchIQ","pyan","0","True","1797","1575","15241","87.6","1","13","0","0"
"s-nlp/AdaRAGUE","pyan_resilient","2","True","4679","5205","61311","111.2","31","18","0","0"
"huaweicloud/huaweicloud-sdk-python-v3","none","1","False","610710","0","0","0.0","0","0","0","0"
"HKUDS/ClawTeam","pyan","0","True","1399","1692","10996","120.9","0","0","0","0"
"zincware/ZnDraw","pyan","0","True","2649","3166","27025","119.5","0","0","0","0"
"agencyenterprise/draft-detective","pyan","0","True","2172","2690","11664","123.8","58","124","0","0"
"jpietek/PenguinBurner","pyan_resilient","5","True","4078","4323","17676","106.0","0","0","0","0"
"ttlequals0/PixelProbe","pyan","0","True","1249","1250","7932","100.1","0","0","0","0"
"wsman/MY-DOGE-MICRO","pyan_resilient","3","True","7037","8505","137616","120.9","2","1","0","0"
"Haohao-end/openagent","pyan_resilient","17","True","4134","4251","139283","102.8","49","1631","0","0"
"opencord/voltha","none","41","False","15686","0","0","0.0","0","0","0","0"
"lossless-group/investment-memo-orchestrator","pyan","0","True","1056","1196","6494","113.3","63","84","0","0"
"the-omics-os/lobster","pyan_resilient","1","True","14423","14725","102894","102.1","65","623","0","0"
"Tencent/AI-Infra-Guard","pyan_resilient","1","True","2058","1938","17749","94.2","10","62","31","0"
"huygiatrng/AlpacaTradingAgent","pyan","0","True","1158","1231","4363","106.3","19","52","0","0"
"NForce-ai/SDRbot","pyan","0","True","1942","1886","14929","97.1","279","4","0","0"
"Genshin-bots/gsuid_core","pyan","0","True","4951","6205","92105","125.3","11","172","0","0"
"langchain-ai/langchain-google","pyan","0","True","2074","2276","10888","109.7","248","25","0","0"
"zjunlp/LightMem","pyan_resilient","1","True","3229","4027","137347","124.7","79","2090","0","0"
"bytedance/Video-As-Prompt","pyan","0","True","17777","20706","3458742","116.5","0","0","0","0"
"promptdriven/pdd","none","6","False","26379","0","0","0.0","19","0","0","0"
"Edraak/edraak-platform","none","41","False","24277","0","0","0.0","0","0","0","0"
"wshobson/maverick-mcp","pyan","0","True","2048","2403","11654","117.3","4","531","0","0"
"temporalio/samples-python","pyan","0","True","1307","1827","19059","139.8","66","260","0","0"
"blaxel-ai/sdk-python","pyan","0","True","5214","5837","287506","111.9","17","4060","0","0"
"brevia-ai/brevia","pyan","0","True","505","512","1892","101.4","24","16","0","0"
"langchain-ai/langchain-cohere","pyan","0","True","218","243","595","111.5","43","2","0","0"
"deepset-ai/haystack-core-integrations","pyan_resilient","1","True","10432","10341","28496","99.1","2069","231","3","37"
"skygazer42/GustoBot","pyan_resilient","25","True","656","821","5268","125.2","26","22","0","0"
"MemMachine/MemMachine","pyan","0","True","5103","5705","53570","111.8","14","49","0","0"
"pipeshub-ai/pipeshub-ai","none","5","False","76600","0","0","0.0","43","0","0","0"
"assafelovic/gpt-researcher","pyan","0","True","948","922","3400","97.3","11","185","0","0"
"strands-agents/harness-sdk","pyan","0","True","8515","11118","159324","130.6","5","1","0","0"
"memory-graph/memory-graph","none","0","False","0","0","0","0.0","0","0","0","0"
"jupyter-naas/abi","pyan_resilient","6","True","8300","11525","264577","138.9","66","139","0","0"
"tigergraph/graphrag","pyan","0","True","1310","1460","6705","111.5","17","84","1","8"
"wsargent/groundedllm","pyan","0","True","336","307","1013","91.4","69","4","0","0"
"open-edge-platform/edge-ai-libraries","pyan_resilient","14","True","9928","9735","51971","98.1","7","46","0","0"
"mattv8/ragtime","pyan_resilient","1","True","7777","8692","160602","111.8","26","1456","0","0"
"Pylons/pyramid","pyan_resilient","2","True","5360","5460","335986","101.9","0","0","0","0"
"indexedlabs/pydantic-ai-gepa","pyan","0","True","1812","2353","20638","129.9","24","159","0","0"
"posit-dev/py-shiny","pyan","0","True","4006","6711","111626","167.5","2","0","0","0"
"DeytaHQ/khora","pyan_resilient","3","True","16449","19884","334641","120.9","7","12234","0","0"
"volcengine/volcengine-python-sdk","none","3","False","267418","0","0","0.0","0","0","0","0"
"WhitzardAgent/snowl","pyan_resilient","9","True","3282","3924","21385","119.6","1","25","0","0"
"peteromallet/Arnold","none","6","False","40892","0","0","0.0","11","0","0","0"
"openonion/browser-agent","pyan","0","True","36","20","34","55.6","0","0","0","0"
"IBM/ares","pyan_resilient","2","True","1307","1499","5140","114.7","0","0","0","0"
"xunharry4-source/AnimoCerebro","pyan","0","True","9426","11121","96410","118.0","6","20","0","0"
"ai-forever/giga_agent","pyan","0","True","4395","5001","85917","113.8","55","2550","0","0"
"inclusionAI/AWorld","pyan_resilient","8","True","16418","21266","718907","129.5","11","232","0","0"
"NVIDIA-AI-Blueprints/aiq","pyan_resilient","3","True","5009","5289","27669","105.6","169","940","0","0"
"LangConfig/langconfig","pyan","0","True","2387","2609","36996","109.3","33","43","0","0"
"AutomatosAI/automatos-ai","pyan_resilient","6","True","12464","12628","259315","101.3","16","3495","0","0"
"elixir-luxembourg/daisy","pyan_resilient","1","True","1133","1503","20292","132.7","0","0","0","0"
"tanimislam/howdy","pyan_resilient","14","True","925","707","3395","76.4","0","0","0","0"
"elevenlabs/elevenlabs-python","pyan","0","True","3448","7093","180078","205.7","0","0","0","0"
"marieai/marie-ai","pyan_resilient","16","True","18280","21892","295999","119.8","21","9254","0","0"
"kd-research/Techies","pyan","0","True","171","212","835","124.0","11","2","0","0"
"hybroai/a2a-adapter","pyan_resilient","1","True","1170","1170","5909","100.0","5","15","0","0"
"ArchAI-Labs/code_explainer","pyan","0","True","87","86","184","98.9","2","2","0","0"
"slimeslab/ComProScanner","pyan","0","True","1216","1230","3529","101.2","16","98","0","0"
"skillrepos/ai-aip","pyan_resilient","3","True","81","49","143","60.5","6","5","0","0"
"IABTechLab/seller-agent","pyan","0","True","2959","3139","32422","106.1","7","85","0","0"
"arklexai/arksim","pyan_resilient","3","True","1521","1718","7522","113.0","19","6","0","0"
"dbt-labs/dbt-mcp","pyan_resilient","2","True","1440","1643","8300","114.1","10","3","0","0"
"rocketride-org/rocketride-server","none","16","False","11767","0","0","0.0","20","0","0","0"
"respanai/respan","pyan","0","True","4884","5535","24333","113.3","75","30","2","0"
"ironcladgeek/FalconSignals","pyan","0","True","1524","1758","9877","115.4","3","14","0","0"
"itbench-hub/ITBench-CISO-CAA-Agent","pyan","0","True","47","53","283","112.8","7","22","0","0"
"databrickslabs/kasal","pyan_resilient","3","True","33071","31522","314700","95.3","25","18013","0","0"
"Noveum/noveum-trace","none","0","False","4196","0","0","0.0","92","0","0","0"
"red-hat-data-services/agentic-starter-kits","pyan","0","True","1606","1708","6453","106.4","30","65","0","0"
"Agentic-AI-Coach/AgenticAICoach","pyan_resilient","4","True","393","332","919","84.5","16","25","0","0"
"IABTechLab/buyer-agent","pyan","0","True","5185","5674","41334","109.4","7","149","0","0"
"arieradle/shekel","pyan_resilient","1","True","2640","3095","15160","117.2","265","12","0","0"
"digitalocean/gradient-adk","pyan","0","True","929","915","4397","98.5","15","2","0","0"
"jagmarques/asqav-sdk","pyan","0","True","2376","2597","11949","109.3","3","0","0","0"
"getagentseal/agentseal","pyan","0","True","1747","2240","10992","128.2","2","298","0","0"
"omega-memory/omega-memory","pyan","0","True","2874","3066","8651","106.7","5","1321","0","0"
"datarobot-community/datarobot-agent-templates","pyan_resilient","1","True","429","387","1597","90.2","9","0","0","0"
"eka-care/eka-mcp-sdk","pyan","0","True","391","381","1807","97.4","1","1","0","0"
"traccia-ai/traccia-py","pyan","0","True","769","790","6829","102.7","0","0","0","0"
"dshivendra/crewai_mcp_adapter","pyan","0","True","69","94","324","136.2","1","0","0","0"
"sambanova/agents","pyan_resilient","2","True","828","902","3650","108.9","31","32","0","0"
"ThreeMoonsLab/agents-shipgate","pyan_resilient","2","True","7865","10751","154237","136.7","4","0","0","0"
"dunetrace/dunetrace","pyan_resilient","2","True","5655","6331","51934","112.0","117","66","34","14"
"datarobot-oss/datarobot-genai","pyan","0","True","7433","8473","79877","114.0","38","145","0","0"
"quantifylabs/aegis-memory","pyan","0","True","2194","2593","23129","118.2","12","30","0","0"
"hidai25/eval-view","pyan","0","True","4177","4933","46876","118.1","24","2021","0","0"
"fabceolin/the_edge_agent","pyan_resilient","4","True","9056","9457","208932","104.4","15","5041","1","28"
"gleanwork/glean-agent-toolkit","pyan","0","True","500","591","2255","118.2","0","0","0","0"
"3D-Tech-Solutions/code-scalpel","none","3","False","17176","0","0","0.0","0","0","0","0"
"anchorco/anchor-sdk","pyan","0","True","279","308","1766","110.4","2","4","0","0"
"Portkey-AI/portkey-python-sdk","pyan","0","True","4065","7458","629212","183.5","1","0","0","0"
"najeed/ai-agent-eval-harness","pyan_resilient","14","True","3728","3713","21619","99.6","5","44","0","0"
"sciosci/mamorx-review-system","pyan","0","True","319","344","1865","107.8","4","18","0","0"
"strnad/CrewAI-Studio","pyan","0","True","274","341","791","124.5","1","3","0","0"
"brightdata/brightdata-agent-showcase","pyan","0","True","334","320","1171","95.8","29","27","0","0"
"lvgalvao/data-engineering-roadmap","pyan_resilient","1","True","677","650","3368","96.0","39","14","0","0"
"kreneskyp/ix","pyan_resilient","1","True","1331","1666","20390","125.2","89","66","0","0"
"MotleyAI/motleycrew","pyan","0","True","542","699","4385","129.0","21","37","0","0"
"fetchai/uAgent-Examples","pyan_resilient","1","True","1190","1533","18082","128.8","32","165","0","0"
"capocchi/DEVSimPy","none","2","False","3364","0","0","0.0","2","0","0","0"
"heurist-network/heurist-agent-framework","pyan","0","True","1654","1748","16585","105.7","6","423","0","0"
"joinly-ai/joinly","pyan","0","True","410","433","1886","105.6","2","6","0","0"
"aws-samples/sample-apj-sup-sa","pyan","0","True","4501","4667","20697","103.7","7","14","0","0"
"usemoss/moss","pyan","0","True","1212","1331","3621","109.8","9","6","0","0"
"kafein-technology/KAI-Flow","pyan","0","True","1600","2069","42394","129.3","18","1096","0","0"
"asqi-engineer/asqi-engineer","pyan","0","True","1671","1784","8408","106.8","7","8","0","0"
"yaal-coop/canaille","pyan_resilient","1","True","2094","1849","8745","88.3","0","0","0","0"
"Osilly/Vision-DeepResearch","pyan_resilient","3","True","19078","24353","360293","127.6","64","8039","0","0"
"weaviate/elysia","pyan","0","True","755","888","6035","117.6","17","259","9","0"
"entropy-research/Devon","pyan_resilient","12","True","3962","3732","28481","94.2","3","1128","0","0"
"modaic-ai/modaic","none","41","False","855","0","0","0.0","20","0","0","0"
"ZeroSumEval/ZeroSumEval","pyan_resilient","1","True","421","507","2202","120.4","1","0","0","0"
"seanchatmangpt/dslmodel","pyan_resilient","19","True","9409","12309","590245","130.8","89","4759","0","0"
"SuperagenticAI/dspy-code","pyan","0","True","1176","1257","19290","106.9","8","635","0","0"
"vibeforge1111/spark-domain-chip-labs","pyan","0","True","2626","2599","7365","99.0","0","0","0","0"
"KasarLabs/cairo-coder","pyan","0","True","424","503","2175","118.6","4","2","0","0"
"Qredence/fleet-rlm","pyan_resilient","4","True","4369","5743","175305","131.4","3","2304","0","0"
"zbambergerNLP/state-of-thoughts","pyan","0","True","1059","1328","5584","125.4","27","10","0","0"
"Acacian/aegis","pyan","0","True","8970","10566","143059","117.8","13","246","0","0"
"BjornMelin/docmind-ai-llm","pyan_resilient","5","True","3155","3635","94196","115.2","17","69","0","0"
"jmanhype/claude-code-plugin-marketplace","pyan","0","True","454","434","1279","95.6","5","7","0","0"
"zikuicai/aegisllm","pyan","0","True","1131","1296","9456","114.6","16","24","0","0"
"eval-protocol/python-sdk","pyan_resilient","2","True","3998","5079","47948","127.0","24","53","2","0"
"SALT-NLP/autometrics","pyan_resilient","1","True","1685","2149","42703","127.5","26","668","0","0"
"aws/nova-prompt-optimizer","pyan","0","True","353","363","1819","102.8","0","0","0","0"
"meta-llama/prompt-ops","pyan","0","True","406","334","1102","82.3","1","0","0","0"
"darinkishore/codex_dspy","pyan","0","True","279","349","1715","125.1","0","0","0","0"
"Strategic-Automation/dspy-compounding-engineering","pyan","0","True","550","656","1652","119.3","9","7","0","0"
"cmpnd-ai/dspy-cli","pyan","0","True","355","417","1079","117.5","10","0","0","0"
"superlinked/sie","pyan_resilient","5","True","10238","11427","76988","111.6","64","13","0","0"
"avnlp/dspy-opt","pyan","0","True","118","160","1131","135.6","10","5","32","2"
"qbtrix/soul-protocol","pyan","0","True","4108","4730","28824","115.1","17","218","0","0"
"stair-lab/kg-gen","pyan","0","True","225","283","1233","125.8","6","40","0","0"
"sentient-agi/ROMA","pyan","0","True","3431","3759","34556","109.6","10","1594","0","0"
"StabRise/ScaleDP","pyan_resilient","1","True","536","639","7416","119.2","5","16","0","0"
"zjunlp/MemBase","pyan","0","True","3630","4643","130855","127.9","20","2256","0","0"
"Trampoline-AI/predict-rlm","pyan_resilient","1","True","3998","4695","34148","117.4","52","69","0","0"
"dice-group/owlapy","pyan_resilient","2","True","2904","3319","44454","114.3","15","38","0","0"
"bradAGI/GraphMemory","pyan","0","True","477","540","2586","113.2","1","0","0","0"
"gusye1234/nano-graphrag","pyan","0","True","364","422","1484","115.9","11","51","0","0"
"radiantlogicinc/fastworkflow","pyan","0","True","4040","4656","42048","115.2","7","228","0","0"
"boringdata/kurt-core","pyan","0","True","5884","6531","77153","111.0","7","108","0","0"
"TracecatHQ/tracecat","none","2","False","16182","0","0","0.0","2","0","0","0"
"Strong-AI-Lab/Von","none","5","False","19214","0","0","0.0","6","0","0","0"
"borealBytes/dokploy-wizard","pyan_resilient","3","True","4327","4530","77207","104.7","2","288","0","0"
"dynamiqs/dynamiqs","pyan","0","True","1405","1722","11008","122.6","0","0","0","0"
"qiboteam/qibolab","pyan_resilient","4","True","953","1273","9981","133.6","0","0","0","0"
"dkweiss31/qontrol","pyan","0","True","87","107","344","123.0","0","0","0","0"
"kvyb/opentulpa","pyan_resilient","4","True","4914","5681","152652","115.6","32","3075","0","0"
"rte-france/BERTrend","pyan","0","True","1444","1633","8747","113.1","6","134","0","0"
"EPFLiGHT/mmore","pyan_resilient","2","True","1318","1639","14129","124.4","24","519","1","0"
"OpenDCAI/Mycel","pyan_resilient","9","True","6738","7005","41552","104.0","63","836","0","0"
"redis-applied-ai/redis-sre-agent","pyan_resilient","2","True","8295","8783","190782","105.9","59","4060","0","0"
"oracle/accelerated-data-science","pyan","0","True","8171","9853","347215","120.6","8","6211","0","0"
