"full_name","html_url","clone_url","default_branch","description","matched_frameworks","stars","forks","language","topics","open_issues","size_kb","created_at","updated_at","pushed_at","license","lifetime_days","contributors","total_commits","commits_per_month"
"mongodb/motor","https://github.com/mongodb/motor","https://github.com/mongodb/motor.git","master","Motor - the async Python driver for MongoDB and Tornado or asyncio","agno","2530","216","Python","async,mongodb,python","2","3976","2013-01-11T21:34:44Z","2026-06-22T19:14:28Z","2026-06-29T13:22:33Z","Apache-2.0","4916","62","1910","11.66"
"sunnypilot/sunnypilot","https://github.com/sunnypilot/sunnypilot","https://github.com/sunnypilot/sunnypilot.git","master","sunnypilot is an open source driver assistance system. sunnypilot offers the user a unique driving experience for over 350 supported car makes and models with modified behaviors of driving assist engagements. sunnypilot complies with the safety policy from comma.ai's openpilot as accurately as possible.","agno","1997","1385","Python","acura,audi,autopilot,chrysler,comma,fsd,genesis,honda,hyundai,jeep,kia,lexus,mazda,nissan,openpilot,ram,selfdriving,tesla,toyota,volkswagen","82","4027249","2021-07-23T21:28:21Z","2026-06-29T02:56:21Z","2026-06-29T16:56:44Z","MIT","1801","745","18172","302.7"
"ascending-llc/jarvis-registry","https://github.com/ascending-llc/jarvis-registry","https://github.com/ascending-llc/jarvis-registry.git","main","Connect any AI copilot or autonomous agent to your enterprise tools — through a single, secure MCP/Agent gateway with built-in identity, access control, and full observability.","agno","1706","261","Python","agent,agent-gateway,agent-orchestration,mcp,mcp-gateway,orchestration","3","29467","2025-10-04T01:52:24Z","2026-06-29T18:34:10Z","2026-06-29T17:35:59Z","Apache-2.0","268","30","1538","172.16"
"InternScience/InternAgent","https://github.com/InternScience/InternAgent","https://github.com/InternScience/InternAgent.git","main","InternAgent-1.5: A Unified Agentic Framework for Long-Horizon Autonomous Scientific Discovery","agentops, camel, mem0","1339","120","Python","agentic-framework,ai-scientists,automatic-paper-survey,automatic-scientific-discovery,coding-agents,hypothesis-generation,llm-coder,multi-agent-systems","1","144067","2025-05-16T09:31:16Z","2026-06-29T13:22:39Z","2026-06-10T08:20:53Z","NOASSERTION","389","9","47","3.62"
"OPPO-PersonalAI/Agent-KB","https://github.com/OPPO-PersonalAI/Agent-KB","https://github.com/OPPO-PersonalAI/Agent-KB.git","master","Agent KB: Leveraging Cross-Domain Experience for Agentic Problem Solving","agentops, camel, smolagents","443","30","Python","","0","53336","2025-06-11T09:09:02Z","2026-06-24T16:58:00Z","2025-08-19T03:04:36Z","Apache-2.0","68","2","27","11.91"
"RenqiChen/Virtual-Scientists-v2","https://github.com/RenqiChen/Virtual-Scientists-v2","https://github.com/RenqiChen/Virtual-Scientists-v2.git","main","Multi-Agent System for Science of Science","agentops, camel","22","1","Python","agent-based-simulation,large-language-models,large-scale-simulation,llm-based-systems,multi-agent-systems,science-of-science,social-sciences","0","8621","2025-04-22T02:51:09Z","2026-05-22T11:48:26Z","2026-02-05T01:41:28Z","Apache-2.0","288","4","70","7.29"
"PurpleAILAB/Decepticon","https://github.com/PurpleAILAB/Decepticon","https://github.com/PurpleAILAB/Decepticon.git","main","Autonomous Hacking Agent for Red Team","langchain, langchain_anthropic, langgraph, langgraph_sdk, subagents","4534","886","Python","agent,ai,cybersecurity,generative-ai,hacking,langchain,langgraph,llm,pentest,pentesting","11","304372","2025-06-06T12:55:02Z","2026-06-29T14:24:51Z","2026-06-29T03:21:52Z","Apache-2.0","387","14","1157","89.69"
"gptme/gptme","https://github.com/gptme/gptme","https://github.com/gptme/gptme.git","master","Your agent in your terminal, equipped with local tools: writes code, uses the terminal, browses the web. Make your own persistent autonomous agent on top!","dspy, subagents","4344","392","Python","agent,agents,ai-agents,ai-assistant,anthropic,chatbot,chatgpt,cli,code-generation,llamacpp,llm,llm-agent,llm-apps,openai,openrouter,rag","6","64350","2023-03-24T16:25:01Z","2026-06-29T17:51:20Z","2026-06-29T19:57:25Z","MIT","1193","37","3909","98.3"
"modelscope/ms-agent","https://github.com/modelscope/ms-agent","https://github.com/modelscope/ms-agent.git","main","MS-Agent: a lightweight framework to empower agentic execution of complex tasks","mem0, subagents","4323","508","Python","agentic-insight,agentic-search,chat-bot,code-generation,deep-research,memory","23","171107","2023-08-03T09:06:03Z","2026-06-29T06:47:52Z","2026-06-24T09:13:14Z","Apache-2.0","1056","47","813","23.1"
"ginlix-ai/LangAlpha","https://github.com/ginlix-ai/LangAlpha","https://github.com/ginlix-ai/LangAlpha.git","main","Claude Code for Investing","langchain_anthropic, langchain_core, langchain_deepseek, langchain_openai, subagents","1467","238","Python","agent,investment,langchain,langraph,llm,mcp,skills,trading","21","48222","2026-01-18T02:31:54Z","2026-07-01T16:33:19Z","2026-07-01T15:37:29Z","Apache-2.0","164","11","1313","240.18"
"massgen/MassGen","https://github.com/massgen/MassGen","https://github.com/massgen/MassGen.git","main","🚀 MassGen is an open-source multi-agent scaling system that runs in your terminal, autonomously orchestrating frontier models and agents to collaborate, reason, and produce high-quality results. | Join us on Discord: discord.massgen.ai","mem0, subagents","1070","166","Python","agent,agentic-ai,autonomous-agents,cli,collaborative-ai,conversational-ai,genai,generative-ai,llm,llm-orchestration,model-context-protocol,multi-agent,python,terminal-ui,test-time-scaling,tool-calling","2","646679","2025-07-18T06:36:13Z","2026-06-29T14:28:17Z","2026-06-12T18:38:37Z","NOASSERTION","329","33","4027","367.2"
"run-llama/llama_index","https://github.com/run-llama/llama_index","https://github.com/run-llama/llama_index.git","main","LlamaIndex is the leading document agent and OCR platform","agentops, agui, langchain","50504","7651","Python","agents,application,data,fine-tuning,framework,llamaindex,llm,multi-agents,rag,vector-database","524","470816","2022-11-02T04:24:54Z","2026-06-29T17:34:31Z","2026-06-26T14:23:35Z","MIT","1332","1963","7855","176.91"
"ggozad/haiku.rag","https://github.com/ggozad/haiku.rag","https://github.com/ggozad/haiku.rag.git","main","Opinionated agentic RAG powered by LanceDB, Pydantic AI, and Docling","agui, pydantic_ai","541","35","Python","ai,docling,lancedb,mcp,mcp-server,ml,pydantic-ai,rag","7","76306","2024-10-13T15:12:23Z","2026-06-29T12:26:29Z","2026-06-29T12:26:12Z","MIT","623","8","2061","99.25"
"phil65/agentpool","https://github.com/phil65/agentpool","https://github.com/phil65/agentpool.git","main","A unified agent orchestration hub that lets you configure and manage multiple AI agents (native, ACP, AGUI, Claude Code) via YAML, and exposes them through standardized protocols (ACP/OpenCode Server).","agui, pydantic_ai","170","31","Python","acp,agent,ai,litellm,llm,llm-agent,mcp,pydantic,pydantic-ai,yaml","12","32966","2024-12-05T12:50:17Z","2026-06-25T10:00:47Z","2026-04-25T23:36:00Z","MIT","506","4","7388","438.02"
"trpc-group/trpc-agent-python","https://github.com/trpc-group/trpc-agent-python","https://github.com/trpc-group/trpc-agent-python.git","main","tRPC-Agent-Python provides an end-to-end foundation for agent building, orchestration, tool integration, session and long-term memory, service deployment, and observability, so you can ship reliable and extensible AI applications faster.","agui, langchain_huggingface, mem0","89","18","Python","","4","10765","2025-12-16T06:58:23Z","2026-06-29T15:05:48Z","2026-06-29T11:39:47Z","NOASSERTION","195","13","99","15.23"
"gizmax/Sandcastle","https://github.com/gizmax/Sandcastle","https://github.com/gizmax/Sandcastle.git","main","Describe what you want. Go home. Sandcastle ships it. 6 AI providers, EU data residency, smart failover, cost intelligence, 20 step types, 236 templates. European-built, open source. pip install sandcastle-ai","agui, mem0","78","6","Python","ai,ai-agents,audit-trail,compliance,cost-tracking,dag,dashboard,eu-ai-act,fastapi,llm,mcp,opentelemetry,pii-redaction,python,react,sandbox,workflow-orchestrator,yaml","3","46028","2026-02-15T15:17:40Z","2026-06-22T20:17:36Z","2026-06-15T21:40:34Z","NOASSERTION","120","3","816","204.0"
"NickCharlie/astrbot_plugin_self_learning","https://github.com/NickCharlie/astrbot_plugin_self_learning","https://github.com/NickCharlie/astrbot_plugin_self_learning.git","main","AstrBot 自主学习插件 — 让 AI 聊天机器人自主学习对话风格、理解群组黑话、管理社交关系与好感度、自适应人格演化，像真人一样自然对话。","astrbot","362","35","Python","ai,astrbot,chatbot,nlp,persona,python,qqbot,self-learning","2","7871","2025-08-16T11:00:03Z","2026-06-29T10:42:12Z","2026-06-24T13:16:42Z","AGPL-3.0","312","9","740","71.15"
"lxfight-s-Astrbot-Plugins/astrbot_plugin_livingmemory","https://github.com/lxfight-s-Astrbot-Plugins/astrbot_plugin_livingmemory","https://github.com/lxfight-s-Astrbot-Plugins/astrbot_plugin_livingmemory.git","master","一个拥有动态生命周期的智能长期记忆插件。","astrbot","272","43","Python","","28","2322","2025-07-12T07:42:07Z","2026-06-29T16:17:45Z","2026-06-28T07:51:00Z","AGPL-3.0","351","21","516","44.1"
"lxfight/astrbot_plugin_mnemosyne","https://github.com/lxfight/astrbot_plugin_mnemosyne","https://github.com/lxfight/astrbot_plugin_mnemosyne.git","main","一个AstrBot插件，实现基于RAG技术的长期记忆功能。","astrbot","253","28","Python","astrbot-plugin","13","680","2025-02-17T02:03:42Z","2026-06-29T09:19:12Z","2026-06-29T09:19:23Z","AGPL-3.0","497","10","204","12.31"
"GEMILUXVII/astrbot_plugin_jm_cosmos","https://github.com/GEMILUXVII/astrbot_plugin_jm_cosmos","https://github.com/GEMILUXVII/astrbot_plugin_jm_cosmos.git","main","AstrBot 禁漫漫画下载插件 | 全新重构v2.x架构 | 支持搜索/详情/排行榜/推荐浏览 | 加密PDF/ZIP打包 | 账号登录与收藏夹 | 封面预览 | 代理支持","astrbot","213","27","Python","astrbot,astrbot-plugin,jm,jmcomic,qq,qqbot","9","8948","2025-05-01T09:15:17Z","2026-06-29T15:41:27Z","2026-06-20T05:00:53Z","AGPL-3.0","414","2","101","7.32"
"Zhalslar/astrbot_plugin_parser","https://github.com/Zhalslar/astrbot_plugin_parser","https://github.com/Zhalslar/astrbot_plugin_parser.git","main","高性能低耦合的万能链接解析器。支持的类型：视频、图集、音频。 支持的平台：A站、B站、抖音、tiktok、微博、小红书、快手、油管、推特...","astrbot","158","38","Python","","2","2747","2025-12-11T09:54:21Z","2026-06-29T19:00:03Z","2026-06-26T05:45:05Z","MIT","196","12","265","40.56"
"arc53/DocsGPT","https://github.com/arc53/DocsGPT","https://github.com/arc53/DocsGPT.git","main","Private AI platform for agents, assistants and enterprise search. Built-in Agent Builder, Deep research, Document analysis, Multi-model support, and API connectivity for agents.","graphrag","17959","2069","Python","agent-builder,agents,ai,chatgpt,docsgpt,hacktoberfest,hacktoberfest2025,information-retrieval,language-model,llm,machine-learning,natural-language-processing,python,pytorch,rag,react,search,semantic-search,transformers","94","96527","2023-02-02T11:03:23Z","2026-06-29T14:55:12Z","2026-06-29T11:11:56Z","MIT","1243","237","4930","118.99"
"zstar1003/ragflow-plus","https://github.com/zstar1003/ragflow-plus","https://github.com/zstar1003/ragflow-plus.git","main","Ragflow-Plus 是 Ragflow 的二次开发版本，使其更为简洁实用","graphrag","1350","248","Python","","51","78760","2025-03-24T02:25:37Z","2026-06-29T01:46:03Z","2025-12-17T08:50:04Z","AGPL-3.0","268","7","276","30.9"
"rush86999/atom","https://github.com/rush86999/atom","https://github.com/rush86999/atom.git","main","Atom Agent, Open-Source AI Agent Platform for Self-Hosted Automation","graphrag","773","79","Python","agentic-workflow,ai,ai-agent,calendar,finance,gdrive,gmail,google-calendar,notion,productivity,scheduler,shopify,slack,tasks,zoho,zoom","0","628195","2023-01-22T15:55:04Z","2026-06-29T13:16:29Z","2026-06-29T13:15:34Z","AGPL-3.0","1253","9","8941","214.07"
"symgraph/IDAssist","https://github.com/symgraph/IDAssist","https://github.com/symgraph/IDAssist.git","master","AI-Powered Reverse Engineering Plugin for IDA Pro","graphrag","638","66","Python","ida-plugin,ida-plugins,idapro,llm","0","7674","2026-02-25T21:04:23Z","2026-07-01T06:59:47Z","2026-06-28T18:37:22Z","MIT","122","6","72","17.7"
"awslabs/graphrag-toolkit","https://github.com/awslabs/graphrag-toolkit","https://github.com/awslabs/graphrag-toolkit.git","main","Python toolkit for building graph-enhanced GenAI applications","graphrag","414","96","Python","amazon-neptune,amazon-opensearch-serverless,graph-database,graphrag,llama-index,mcp,postgresql","36","108694","2024-11-15T10:05:01Z","2026-06-30T22:25:46Z","2026-06-30T22:47:02Z","Apache-2.0","592","32","1404","71.15"
"kungfuai/CVlization","https://github.com/kungfuai/CVlization","https://github.com/kungfuai/CVlization.git","main","Practical workflows for training and inference on AI models","dspy, omnigent","12","3","Python","ai,decentralized,docker,finetune,generative-ai,inference,llm,nlp,rl,vision","5","130712","2021-10-07T03:21:03Z","2026-05-25T18:37:01Z","2026-05-27T23:41:24Z","MIT","1693","7","1730","30.66"
"agentstack-ai/AgentStack","https://github.com/agentstack-ai/AgentStack","https://github.com/agentstack-ai/AgentStack.git","main","The fastest way to build robust AI agents","agentops, crewai, crewai_tools, mem0","2169","219","Python","","69","12168","2024-09-18T21:40:53Z","2026-06-29T15:47:55Z","2025-07-11T21:39:44Z","MIT","295","27","987","100.37"
"lupantech/AgentFlow","https://github.com/lupantech/AgentFlow","https://github.com/lupantech/AgentFlow.git","main","AgentFlow: In-the-Flow Agentic System Optimization","agentops","1940","227","Python","agentic-ai,agentic-systems,llms,llms-reasoning,multi-agent-systems,reinforcement-learning,tool-augmented","9","7362","2025-09-27T02:17:05Z","2026-06-29T08:49:10Z","2026-02-08T14:00:53Z","MIT","134","4","128","28.66"
"ustc-ai4science/Science-Star","https://github.com/ustc-ai4science/Science-Star","https://github.com/ustc-ai4science/Science-Star.git","main","Science-Star: A Platform for Building, Extending, and Experimenting with Scientific Agents.","agentops","748","53","Python","agent,platform,science","1","4044","2025-08-12T08:31:59Z","2026-05-13T01:49:38Z","2026-03-04T06:50:10Z","MIT","203","5","41","6.06"
"FromCSUZhou/Econometrics-Agent","https://github.com/FromCSUZhou/Econometrics-Agent","https://github.com/FromCSUZhou/Econometrics-Agent.git","main","Econometrics AI Agent: A specialized LLM-driven agent for automating complex econometric analysis with zero-shot learning, outperforming general AI in expert tasks. 🚀","agentops, metagpt, semantic_kernel","355","62","Python","","8","16344","2024-09-04T15:32:28Z","2026-06-26T13:23:55Z","2025-07-01T16:09:16Z","Apache-2.0","300","3","44","4.4"
"EpicStaff/EpicStaff","https://github.com/EpicStaff/EpicStaff","https://github.com/EpicStaff/EpicStaff.git","main","Source-available, self-hosted platform for building AI agent flows - visual editor over a Django backend.","agentops, crewai, crewai_tools, graphrag, langchain_groq, langchain_mistralai, mem0","265","41","Python","ade,ai,aiagents,aiagentsframework,gui,low-code,multi-agent-systems,no-code,nodebasedprogramming,orchestration,python","30","223443","2025-03-20T12:10:00Z","2026-06-28T15:18:22Z","2026-06-29T15:24:51Z","NOASSERTION","466","32","4507","290.15"
