"full_name","html_url","description","matched_query","homepage","owner_login","owner_type","stars","forks","watchers","subscribers_count","network_count","language","import_names","topics","open_issues","size_kb","default_branch","visibility","is_template","allow_forking","has_issues","has_projects","has_wiki","has_pages","has_discussions","has_downloads","has_ci","created_at","updated_at","pushed_at","latest_default_branch_commit_date","archived","disabled","fork","license","contributors_count","test_file_count","test_function_count","clone_url"
"GH05TCREW/pentestagent","https://github.com/GH05TCREW/pentestagent","PentestAgent is an AI agent framework for black-box security testing, supporting bug bounty, red-team, and penetration testing workflows.","AI agent framework stars:>=1000 language:Python","","GH05TCREW","User","2692","534","2692","26","534","Python","pentestagent","ai,ai-agents,ai-assistant,ai-cybersecurity,ai-hacking,ai-security-tool,blackbox-testing,ctf-tools,knowledge-graph,llm,mcp-tools,penetration-testing,pentesting-tools,red-teaming,security-automation","18","7827","main","public","False","True","True","True","True","False","False","True","True","2025-05-15T22:28:38Z","2026-06-29T02:10:33Z","2026-06-22T02:04:20Z","2026-06-22T02:04:13Z","False","False","False","MIT","10","25","520","https://github.com/GH05TCREW/pentestagent.git"
"griptape-ai/griptape","https://github.com/griptape-ai/griptape","Modular Python framework for AI agents and workflows with chain-of-thought reasoning, tools, and memory. ","AI agent framework stars:>=1000 language:Python","https://www.griptape.ai","griptape-ai","Organization","2548","243","2548","28","243","Python","griptape","ai,anthropic,claude,gpt,huggingface,llm,openai,python","70","22027","main","public","False","True","True","True","False","False","True","True","True","2023-01-14T18:02:16Z","2026-06-26T19:14:58Z","2026-06-24T21:35:18Z","2026-06-24T21:22:01Z","False","False","False","Apache-2.0","46","304","1429","https://github.com/griptape-ai/griptape.git"
"Ar9av/obsidian-wiki","https://github.com/Ar9av/obsidian-wiki","Framework for AI agents to build and maintain a digital brain through Obsidian wiki using Karpathy's LLM Wiki pattern","AI agent framework stars:>=1000 language:Python","","Ar9av","User","2515","251","2515","13","251","Python","obsidian_wiki","agent-skills,brain,knowledge-base,llm-tools,obsidian,obsidian-brain,wiki","6","907","main","public","False","True","True","True","True","False","True","True","True","2026-04-06T06:20:10Z","2026-06-29T06:37:38Z","2026-06-27T22:48:59Z","2026-06-27T22:48:00Z","False","False","False","MIT","15","1","3","https://github.com/Ar9av/obsidian-wiki.git"
"dot-agent/nextpy","https://github.com/dot-agent/nextpy","🤖Self-Modifying Framework from the Future 🔮 World's First AMS","AI agent framework stars:>=1000 language:Python","https://dotagent.ai","dot-agent","Organization","2340","181","2340","28","181","Python","actor;app;arxiv;async_web;audio;autoscrum;beautiful_soup_web;code;dalle;dataset;embedding;esearch;file;fs;gallery;gridx_portfolio;integration;knowledge_base;llm;llm_eval_plotly;mail;mapping;nextpy;nextpy_chat;portfolio;prd_agent;pubmed;readability_web;rest_api_server;rss;salesGPT;simple_animation;simple_chat;simple_crud;simple_web;sitemap;trafilatura_web;unstructured_web","agent,agi,ai,ai-agents,autogpt,fastapi,fastapi-framework,fastapi-template,fullstack-development,gpt,llm,llmops,mlops,openai,pydantic,python,sqlmodel,streamlit,webdev,webdevelopment","23","59373","main","public","False","True","True","True","False","False","True","True","True","2023-08-07T12:36:03Z","2026-06-23T10:42:06Z","2024-05-01T09:46:55Z","2024-05-01T09:46:54Z","False","False","False","Apache-2.0","13","90","554","https://github.com/dot-agent/nextpy.git"
"trypromptly/LLMStack","https://github.com/trypromptly/LLMStack","No-code multi-agent framework to build LLM Agents, workflows and applications with your data","AI agent framework stars:>=1000 language:Python","https://llmstack.trypromptly.com","trypromptly","Organization","2304","348","2304","24","348","Python","llmstack","agents,ai,ai-agents-framework,generative-ai,llm-agents,llm-chain,llm-framework,llmops,llms,no-code-ai,platform","23","108502","main","public","False","True","True","True","False","False","True","True","True","2023-08-06T00:39:25Z","2026-06-26T16:41:00Z","2024-12-11T19:59:51Z","2024-12-11T19:59:47Z","False","False","False","NOASSERTION","8","17","56","https://github.com/trypromptly/LLMStack.git"
"agentuniverse-ai/agentUniverse","https://github.com/agentuniverse-ai/agentUniverse","agentUniverse is a LLM multi-agent framework that allows developers to easily build multi-agent applications. ","AI agent framework stars:>=1000 language:Python","","agentuniverse-ai","Organization","2282","397","2282","18","397","Python","agentuniverse;agentuniverse_connector;agentuniverse_extension;agentuniverse_product","agent,ai,ai-agents,autonomous,awesome,awesome-list,llm,multi-agent,python","105","101755","master","public","False","True","True","True","True","True","True","True","False","2024-04-23T11:28:18Z","2026-06-28T03:39:27Z","2026-04-24T08:33:40Z","2026-04-24T07:41:35Z","False","False","False","Apache-2.0","63","86","656","https://github.com/agentuniverse-ai/agentUniverse.git"
"InternLM/lagent","https://github.com/InternLM/lagent","A lightweight framework for building LLM-based agents","LLM-based agent framework stars:>=1000 language:Python","","InternLM","Organization","2260","236","2260","19","236","Python","lagent","agent,gpt,llm,transformers","25","907","main","public","False","True","True","True","False","False","True","True","True","2023-08-20T12:45:45Z","2026-06-25T11:19:39Z","2026-06-22T12:54:26Z","2026-04-20T07:14:00Z","False","False","False","Apache-2.0","34","5","11","https://github.com/InternLM/lagent.git"
"samugit83/redamon","https://github.com/samugit83/redamon","An AI-powered agentic red team framework that automates offensive security operations, from reconnaissance to exploitation to post-exploitation, with zero human intervention.","AI agent framework stars:>=1000 language:Python","","samugit83","User","2042","432","2042","24","432","Python","ai_attack_surface_scan;cypherfix_codefix;cypherfix_triage;github_secret_hunt;graph_db;graphql_scan;gvm_scan;helpers;knowledge_base;main_recon_modules;orchestrator_helpers;partial_recon_modules;prompts;servers;trufflehog_scan","agentic-ai,ai,cybersecurity,ethical-hacking,ethical-hacking-tools,exploitation,metasploit,osint,penetration-testing,red-team","16","342130","master","public","False","True","True","True","True","False","True","True","False","2025-12-29T14:59:18Z","2026-06-29T05:04:24Z","2026-06-28T17:45:10Z","2026-06-28T17:45:07Z","False","False","False","MIT","15","228","6708","https://github.com/samugit83/redamon.git"
"nottelabs/notte","https://github.com/nottelabs/notte","🌸 Best framework to build web agents, and deploy serverless web automation functions on reliable browser infra.","AI agent framework stars:>=1000 language:Python","https://www.notte.cc/","nottelabs","Organization","1976","186","1976","14","186","Python","notte;notte_agent;notte_browser;notte_core;notte_eval;notte_integrations;notte_llm;notte_mcp;notte_sdk","agent,ai,anthropic,automation,browser,llm,openai,web","18","70138","main","public","False","True","True","True","False","False","True","True","True","2024-12-08T02:06:30Z","2026-06-22T04:33:23Z","2026-06-24T20:49:28Z","2026-06-19T09:53:31Z","False","False","False","NOASSERTION","14","85","643","https://github.com/nottelabs/notte.git"
"IBM/AssetOpsBench","https://github.com/IBM/AssetOpsBench","AssetOpsBench - Industry 4.0: A unified benchmark and framework for building, orchestrating, and evaluating domain-specific AI agents for Industry 4.0 asset operations and maintenance, with 460+ scenarios, 5 specialist agents (IoT, FMSR, TSFM, Work Order,...), and multi-agent orchestration blueprints (MetaAgent, AgentHive) over MCP.","AI agent framework stars:>=1000 language:Python | multi-agent orchestration framework stars:>=1000 language:Python","","IBM","Organization","1935","285","1935","11","285","Python","src","ai-for-physical-assets,condition-based-maintenance,hvac-maintenance,iot,llm-agents,model-context-protocol,predictive-maintenance,time-series-forecasting","45","68050","main","public","False","True","True","True","True","True","True","True","True","2025-05-01T20:48:50Z","2026-06-29T04:39:25Z","2026-06-29T01:10:16Z","2026-06-29T01:09:05Z","False","False","False","Apache-2.0","46","34","360","https://github.com/IBM/AssetOpsBench.git"
"confident-ai/deepteam","https://github.com/confident-ai/deepteam","DeepTeam is a framework to red team LLMs and AI agents.","AI agent framework stars:>=1000 language:Python","https://trydeepteam.com","confident-ai","Organization","1925","316","1925","11","316","Python","deepteam","llm-guardrails,llm-red-teaming,llm-safety,llm-seecurity,python","47","96879","main","public","False","True","True","True","True","False","False","True","True","2025-03-05T06:34:21Z","2026-06-28T11:30:05Z","2026-06-22T07:47:19Z","2026-06-22T07:47:19Z","False","False","False","Apache-2.0","26","83","669","https://github.com/confident-ai/deepteam.git"
"melih-unsal/DemoGPT","https://github.com/melih-unsal/DemoGPT","🤖 Create LLM agents in a second with your prompts. Everything you need to create an LLM Agent - tools, prompts, frameworks, and models - all in one place.","AI agent framework stars:>=1000 language:Python","","melih-unsal","User","1901","224","1901","16","224","Python","demogpt;demogpt_agenthub","agent,agents,ai,artificial-intelligence,autogpt,autonomous-agents,chatgpt,chatgpt-api,deepseek,demo,gpt-4,langchain,langchain-app,langchain-python,llms,o1,openai,python,streamlit,streamlit-application","10","26340","main","public","False","True","True","True","True","True","True","True","False","2023-06-07T09:56:20Z","2026-06-24T11:30:58Z","2026-04-01T12:30:12Z","2026-04-01T12:30:09Z","False","False","False","MIT","8","3","4","https://github.com/melih-unsal/DemoGPT.git"
"hexo-ai/sia","https://github.com/hexo-ai/sia","SIA is a Self Improving AI framework to autonomously improve the performance of any AI system (Model / Agent) on a benchmark task.","AI agent framework stars:>=1000 language:Python","https://hexolabs.com/","hexo-ai","Organization","1865","212","1865","9","212","Python","sia","","16","4523","main","public","False","True","True","True","False","False","False","True","True","2026-03-25T16:00:10Z","2026-06-29T07:12:41Z","2026-06-24T20:12:20Z","2026-06-24T20:12:20Z","False","False","False","MIT","7","21","110","https://github.com/hexo-ai/sia.git"
"openakita/openakita","https://github.com/openakita/openakita","An open-source AI assistant framework with skills and agent architecture","AI agent framework stars:>=1000 language:Python","http://openakita.ai","openakita","User","1837","260","1837","14","260","Python","media_ai;media_fetchers;media_inline;media_report;openakita;openakita_plugin_sdk;tongyi_inline","agent,ai,assistant,automation,claw,clawd,clawdbot,openclaw,python","83","282585","main","public","False","True","True","True","False","False","True","True","True","2026-01-30T17:36:05Z","2026-06-28T17:52:47Z","2026-06-27T03:44:08Z","2026-06-27T03:44:08Z","False","False","False","AGPL-3.0","10","602","8141","https://github.com/openakita/openakita.git"
"fetchai/uAgents","https://github.com/fetchai/uAgents","A fast and lightweight framework for creating decentralized agents with ease.","AI agent framework stars:>=1000 language:Python","","fetchai","Organization","1643","350","1643","26","350","Python","src;uagents_adapter;uagents_core","agents,ai,ai-agents,llm,multi-agent-systems","44","33225","main","public","False","True","True","False","False","False","True","True","True","2022-09-28T17:31:19Z","2026-06-27T08:06:13Z","2026-06-18T13:51:04Z","2026-06-18T13:50:39Z","False","False","False","Apache-2.0","64","15","107","https://github.com/fetchai/uAgents.git"
"patched-codes/patchwork","https://github.com/patched-codes/patchwork","Agentic AI framework for enterprise workflow automation.","AI agent framework stars:>=1000 language:Python","https://patched.codes","patched-codes","Organization","1565","103","1565","11","103","Python","client;context_strategy;multiturn_strategy;patchwork;tools;utils","automation,codereview,devops,devtools,hacktoberfest,llms,workflows","192","6687","main","public","False","True","True","False","False","False","True","True","True","2024-04-05T14:07:29Z","2026-06-26T13:51:26Z","2026-06-15T21:50:48Z","2025-04-18T08:13:52Z","False","False","False","AGPL-3.0","16","18","53","https://github.com/patched-codes/patchwork.git"
"simonlin1212/TradingAgents-astock","https://github.com/simonlin1212/TradingAgents-astock","A股多Agent投研框架 — 适配A股数据源(龙虎榜/游资/解禁等)，7位分析师基于A股规则的辩论决策，基于TradingAgents深度改造，适配大A。A-share multi-agent investment research framework — 7 AI analysts, bull/bear debate, risk assessment。","AI agent framework stars:>=1000 language:Python","https://arxiv.org/pdf/2412.20138","simonlin1212","User","1511","426","1511","7","426","Python","cli;tradingagents;web","","10","3494","main","public","False","True","True","True","True","False","False","True","False","2026-05-13T00:22:30Z","2026-06-29T07:33:44Z","2026-06-28T03:26:23Z","2026-06-28T03:25:27Z","False","False","False","Apache-2.0","5","16","133","https://github.com/simonlin1212/TradingAgents-astock.git"
"agi-inc/agent-protocol","https://github.com/agi-inc/agent-protocol","Common interface for interacting with AI agents. The protocol is tech stack agnostic - you can use it with any framework for building agents.","AI agent framework stars:>=1000 language:Python","https://agentprotocol.ai","agi-inc","Organization","1461","184","1461","17","184","Python","agent_protocol;agent_protocol_client","agents,ai,ai-agent,api,auto-gpt,gpt-4,javascript,llms,openapi,protocol,python,typescript","47","1159","main","public","False","True","True","False","False","False","False","True","True","2023-07-06T14:39:13Z","2026-06-21T13:06:22Z","2025-04-08T06:10:21Z","2025-04-08T06:10:21Z","False","False","False","MIT","16","11","9","https://github.com/agi-inc/agent-protocol.git"
"NPC-Worldwide/npcpy","https://github.com/NPC-Worldwide/npcpy","The python library for research and development in NLP, multimodal LLMs, Agents, ML, Knowledge Graphs, and more.","LLM agent library stars:>=1000 language:Python","","NPC-Worldwide","Organization","1410","104","1410","14","104","Python","npcpy","agents,ai,llm,mcp,mcp-client,mcp-server,ollama,perplexity,python,sql,yaml","12","47090","main","public","False","True","True","True","True","False","True","True","True","2024-09-27T07:18:20Z","2026-06-29T02:29:29Z","2026-06-29T03:05:53Z","2026-06-29T02:29:24Z","False","False","False","MIT","18","30","406","https://github.com/NPC-Worldwide/npcpy.git"
"LetsFG/LetsFG","https://github.com/LetsFG/LetsFG","Agent-native flight search & booking. Saved $116 across 5 routes vs Google Flights (verified). 400+ airlines in 5 seconds. Join the community - Star and spread the word","AI agent framework stars:>=1000 language:Python","https://letsfg.co/en","LetsFG","Organization","1233","64","1233","7","64","Python","letsfg;models","ai,ai-agent,ai-agents,airline-api,booking,business,flight-search,flights,framework,hermes,hermes-agent,mcp,openclaw,personal,python-sdk,travel","0","55906","main","public","False","True","True","True","False","True","True","True","True","2026-03-01T11:17:50Z","2026-06-29T05:07:24Z","2026-06-28T14:06:56Z","2026-06-28T14:06:56Z","False","False","False","NOASSERTION","7","21","201","https://github.com/LetsFG/LetsFG.git"
"ZHangZHengEric/Sage","https://github.com/ZHangZHengEric/Sage","Multi-Agent System Framework For Complex Tasks","AI agent framework stars:>=1000 language:Python","https://zhangzhengeric.github.io/Sage/","ZHangZHengEric","User","1208","100","1208","39","100","Python","anytool;app;client;common;im_server;image_providers;routers;sagents;search;services;task_scheduler;video_analysis","agents,ai,llm,manus,muilt-agents,workflow","7","78480","main","public","False","True","True","True","True","True","False","True","True","2025-05-25T05:33:11Z","2026-06-29T03:27:03Z","2026-06-29T03:27:00Z","2026-06-29T03:26:51Z","False","False","False","MIT","28","113","891","https://github.com/ZHangZHengEric/Sage.git"
"polyuiislab/infiAgent","https://github.com/polyuiislab/infiAgent","Build your own Cowork, AI Scientist and other SoTA Agents just by editing config files. Support anthropic skills. An infinite-horizon agent framework designed for long-running, complex tasks.","AI agent framework stars:>=1000 language:Python","","polyuiislab","User","1180","51","1180","3","51","Python","apps;core;infiagent;services;tool_server_lite;utils","agent,framework,sdk,sdk-python","2","28879","main","public","False","True","True","True","False","False","False","True","False","2025-12-24T09:22:22Z","2026-06-19T12:48:16Z","2026-04-06T12:34:54Z","2026-03-30T20:32:39Z","False","False","False","GPL-3.0","9","17","109","https://github.com/polyuiislab/infiAgent.git"
"mozilla-ai/any-agent","https://github.com/mozilla-ai/any-agent","A single interface to use and evaluate different agent frameworks ","AI agent framework stars:>=1000 language:Python","https://docs.mozilla.ai/any-agent","mozilla-ai","Organization","1179","94","1179","19","94","Python","any_agent;components;services;tools","a2a,agent-evaluation,agents,ai,mcp","25","12424","main","public","False","True","True","True","False","True","False","True","True","2025-03-25T08:14:43Z","2026-06-26T07:34:35Z","2026-06-22T07:53:31Z","2026-04-30T20:43:32Z","False","False","False","Apache-2.0","18","40","160","https://github.com/mozilla-ai/any-agent.git"
"openonion/connectonion","https://github.com/openonion/connectonion","The Best AI Agent Framework for Agent Collaboration. ","AI agent framework stars:>=1000 language:Python","https://docs.connectonion.com","openonion","Organization","1171","163","1171","96","163","Python","connectonion;subagents","agent,agentic-ai,llm,openonion","70","5138","main","public","False","True","True","True","True","False","True","True","True","2025-07-28T04:21:41Z","2026-06-28T11:38:35Z","2026-06-27T07:26:31Z","2026-06-27T07:26:26Z","False","False","False","Apache-2.0","9","163","2304","https://github.com/openonion/connectonion.git"
"wanxingai/LightAgent","https://github.com/wanxingai/LightAgent","LightAgent: Lightweight AI agent framework with memory, mcp & skill. Supports multi-agent collaboration, self-learning, and major LLMs (OpenAI/DeepSeek/Qwen). Open-source with MCP/SSE protocol integration.","AI agent framework stars:>=1000 language:Python","","wanxingai","Organization","1161","153","1161","47","153","Python","LightAgent","agent-framework,agents,ai-agent,llm,mcp,multi-agent,openai,openai-api,python,tool-calling","9","1941","main","public","False","True","True","True","True","False","False","True","True","2025-01-20T12:31:57Z","2026-06-27T18:06:54Z","2026-06-24T07:31:25Z","2026-06-24T07:31:23Z","False","False","False","Apache-2.0","13","9","58","https://github.com/wanxingai/LightAgent.git"
"dynamiq-ai/dynamiq","https://github.com/dynamiq-ai/dynamiq","Dynamiq is an orchestration framework for agentic AI and LLM applications","AI agent framework stars:>=1000 language:Python","https://getdynamiq.ai","dynamiq-ai","Organization","1057","129","1057","8","129","Python","dynamiq","agents,ai,generative-ai,gpt,llm,llmops,rag","3","10624","main","public","False","True","True","False","False","True","True","True","True","2024-09-26T10:20:26Z","2026-06-28T14:05:32Z","2026-06-26T02:50:03Z","2026-06-25T20:05:49Z","False","False","False","Apache-2.0","17","265","2226","https://github.com/dynamiq-ai/dynamiq.git"
